0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
TRANSCONT GAS PIPE LINE,3.95,5/15/2050,"33,248,000","32,761,429","25,175,386"
TRANSCONT GAS PIPE LINE,4.60,3/15/2048,"2,015,000","2,096,345","1,715,591"
TRANSCONT GAS PIPE LINE,4.45,8/1/2042,"9,630,000","9,902,839","8,380,026"
TRANSCONT GAS PIPE LINE,5.40,8/15/2041,"18,188,000","19,218,773","17,645,634"
TRANSDIGM INC,6.63,3/1/2032,"68,675,000","68,897,605","69,469,570"
TRANSDIGM INC,7.13,12/1/2031,"2,425,000","2,410,027","2,502,964"
TRANSDIGM INC,6.88,12/15/2030,"42,587,000","42,717,061","43,483,456"
TRANSDIGM INC,1.00,3/22/2030,"9,482,313","9,532,578","9,497,484"
TRANSDIGM INC,6.38,3/1/2029,"88,346,000","88,430,461","88,892,862"
TRANSDIGM INC,4.63,1/15/2029,"23,915,000","21,692,315","22,345,937"
TRANSDIGM INC,1.00,8/24/2028,"6,525,000","6,561,391","6,534,527"
TRANSDIGM INC,6.75,8/15/2028,"56,023,000","56,142,409","56,764,745"
TRANSDIGM INC,5.50,11/15/2027,"76,127,000","73,849,699","74,765,088"
"TRANSDIGM, INC.",1.00,2/28/2031,"4,675,000","4,698,375","4,684,350"
TRANSMONTAIGE PARTNERS,6.13,2/15/2026,"2,817,000","2,773,564","2,753,618"
TRANSNET SOC LTD,8.25,2/6/2028,"23,000,000","22,573,086","22,892,188"
TRANSOCEAN INC,6.80,3/15/2038,"1,950,000","1,567,344","1,617,642"
TRANSOCEAN INC,8.50,5/15/2031,"12,248,000","12,234,745","12,235,874"
TRANSOCEAN INC,8.75,2/15/2030,"32,805,900","33,268,179","34,444,227"
TRANSOCEAN INC,8.25,5/15/2029,"45,427,000","45,524,997","45,516,491"
TRANSOCEAN INC,8.00,2/1/2027,"6,461,000","6,376,172","6,442,392"
TRANSOCEAN POSEIDON LTD,6.88,2/1/2027,"168,750","165,769","168,509"
TRANSOCEAN TITAN FIN LTD,8.38,2/1/2028,"23,791,000","24,188,299","24,540,417"
TRAVEL + LEISURE CO,4.50,12/1/2029,"19,700,000","17,610,535","18,119,272"
TRAVEL + LEISURE CO,6.63,7/31/2026,"17,850,000","17,863,876","17,985,660"
TRAVELERS COS INC,3.05,6/8/2051,"20,000,000","16,714,683","13,388,800"
TRAVELERS COS INC,2.55,4/27/2050,"1,000,000","670,893","608,660"
TRAVELERS COS INC,4.10,3/4/2049,"11,984,000","12,511,482","9,768,278"
TRAVELERS COS INC,4.05,3/7/2048,"10,884,000","11,266,675","8,859,249"
TRAVELERS COS INC,4.00,5/30/2047,"600,000","520,012","483,858"
TRAVELERS COS INC,3.75,5/15/2046,"12,800,000","12,553,914","10,026,112"
TREEHOUSE FOODS INC,4.00,9/1/2028,"10,500,000","9,520,669","9,419,445"
TRINET GROUP INC,7.13,8/15/2031,"850,000","850,000","862,674"
TRINET GROUP INC,3.50,3/1/2029,"10,100,000","9,132,150","8,991,626"
TRINIDAD GEN UNLTD,5.25,11/4/2027,"27,900,000","27,357,028","27,124,031"
TRINITY HEALTH CORP,2.63,12/1/2040,"4,000,000","4,000,000","2,823,920"
TRINITY INDUSTRIES INC,7.75,7/15/2028,"6,650,000","6,856,721","6,879,359"
TRINSEO OP / TRINSEO FIN,5.38,9/1/2025,"2,017,000","1,883,914","1,656,441"
TRIPADVISOR INC,7.00,7/15/2025,"10,850,000","10,839,500","10,867,903"
TRITON CONTAINER/TAL INT,3.25,3/15/2032,"23,500,000","22,786,225","19,273,760"
TRITON WATER HOLDINGS IN,6.25,4/1/2029,"14,325,000","13,041,832","13,805,862"
TRITON WATER HOLDINGS INC.,1.00,3/31/2028,"5,216,938","5,179,972","5,228,884"
TRIUMPH GROUP INC,9.00,3/15/2028,"26,048,000","26,527,411","27,329,562"
TRIVIUM PACKAGING FIN,5.50,8/15/2026,"300,000","297,664","294,084"
TRONOX INC,4.63,3/15/2029,"18,925,000","17,007,584","17,106,308"
TRUIST FINANCIAL CORP,1.00,1/24/2035,"20,000,000","20,000,000","19,916,600"
TRUIST FINANCIAL CORP,1.00,6/8/2034,"28,000,000","28,005,177","28,236,880"
TRUIST FINANCIAL CORP,1.00,1/26/2034,"24,000,000","23,060,960","22,973,280"
TRUIST FINANCIAL CORP,1.00,7/28/2033,"15,500,000","14,102,006","14,364,315"
TRUIST INSURANCE HOLDINGS LLC,1.00,5/6/2031,"3,200,000","3,196,125","3,202,848"
TTM TECHNOLOGIES INC,4.00,3/1/2029,"10,950,000","10,014,574","10,047,939"
TURKIYE VARLIK FONU,8.25,2/14/2029,"25,181,000","25,630,849","25,599,030"
TWILIO INC,3.88,3/15/2031,"15,356,000","13,499,176","13,510,516"
